ID,ORIGINURI,UUIDHISTORY,OCCUPATIONGROUPCODE,CODE,DEFINITION,SCOPENOTE,REGULATEDPROFESSIONNOTE,OCCUPATIONTYPE,ISLOCALIZED,PREFERREDLABEL,ALTLABELS,DESCRIPTION,CREATEDAT,UPDATEDAT
687671c0ebd2bf665349dc86,http://data.europa.eu/esco/occupation/b864c9a3-ef6e-46a0-a40c-66188f74dfa7,"ef4a246b-ee62-4b4f-b74d-d13baeb6a2d3
5db5f43a-b2d6-487f-85ba-f2685e3e44ec
0f93b439-df31-4c09-b29e-6d4580b69c62
ab0cdc73-4ff8-480d-ab6c-a0aa107b1980",0110,0110.8,,"Includes:
- battalion commander
- wing commander",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,coronel del Ejército,"teniente coronel
oficial del Ejército de Tierra
oficial del Ejército del Aire",Los coroneles sirven como parte del personal de un comandante militar y ejercen como asesores principales de altos cargos en la toma de decisiones operativas y estratégicas.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc87,http://data.europa.eu/esco/occupation/0b1d8dcb-d941-4d79-99bf-fc10c1806c43,"26ad2217-e2b1-44d3-895c-264a6695cc0f
7a146b51-bdeb-463d-9c28-0359d8dd2102
b916dfb9-236f-4b8e-b20a-0e9def8d6dda
e7173c2d-5d2e-4157-bfb1-82da994caac3",0110,0110.9,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,comandante de flota,"almirante
almirante general
vicealmirante
contraalmirante
jefe de flota
jefa de flota
oficial de la Armada",Los comandantes de flota se aseguran de que los buques militares estén listos para su inclusión en operaciones y de que su mantenimiento cumpla con las normas y reglamentaciones. También supervisan al personal naval y son responsables de las operaciones del servicio naval.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc88,http://data.europa.eu/esco/occupation/4a3f40a8-0587-494c-b8d3-7098b8c5992f,"96a2b2db-f7d0-417e-8354-a05bc7c5244c
5bcb120f-249c-44ee-b230-c0d6ded1f8a1
ca848e5a-3f2f-4f69-aefb-e05350d109cd
ae5c01b9-2b64-4578-b6aa-304f8595b092",0210,0210.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,cabo del Ejército,"marinería
cabo primero
cabo mayor
suboficial",Los cabos militares supervisan escuadras y escuadrones de soldados y desempeñan funciones de instrucción. También controlan equipos como maquinaria pesada y armamento.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc89,http://data.europa.eu/esco/occupation/cb3b2662-774a-4e6f-841e-f120244d7031,"a8845dd5-5e30-464e-8cdb-63801cfdf518
850c3dbb-fb16-47e7-8159-5744e11f1c43
276a8afb-739e-4cfb-a3cb-feb848046559
7004cde5-a6c0-4b91-bf6e-c1395e8fe2b8",0210,0210.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,sargento del Ejército,"subteniente
suboficial de la Armada
suboficial del Ejército del Aire
sargento primero
suboficial del Ejército de Tierra
brigada","Los sargentos comandan pelotones en calidad de suboficiales. Asignan tareas y servicios, supervisan el equipo y se aseguran del adecuado adiestramiento del personal. También asesoran a los comandantes y llevan a cabo tareas de apoyo.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8a,http://data.europa.eu/esco/occupation/1de91afd-9da2-47ab-a7e7-19bf931709a4,"03aaa40f-2279-4602-9983-b8a5f7728bf9
10126e8e-2ef1-454a-81e3-fe426b1da0e2
1da0013b-6dc2-4f74-b049-681860a82e82
ca68bdd4-1136-4810-bef3-cb5fe04863b1",0210,0210.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,oficial de las fuerzas especiales,"oficial de la Fuerza de Guerra Naval Especial
oficial del Ejército
oficial de las Fuerzas Armadas
oficial de inteligencia
oficial de los Grupos de Operaciones Especiales
oficial del Escuadrón de Zapadores Paracaidistas","Los oficiales de fuerzas especiales operan en misiones especializadas, como las misiones de lucha contra el terrorismo. Llevan a cabo misiones de combate e inteligencia para inhabilitar el equipo y boicotear las instalaciones enemigas, así como para recopilar información sobre las estrategias y los movimientos del enemigo.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8b,http://data.europa.eu/esco/occupation/86c892cf-09a3-44c8-b9d1-814d93dbcbb4,"fe9ad581-230a-4382-8263-8efc7ee3b426
2fa71417-2447-458c-af0d-fdb530421aac
25b82e6e-97fc-4f90-9652-aa2fc2e7f305
a1d50efd-9310-4a0b-8103-5274233e0440",0210,0210.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,técnico en operativa de guerra/técnica en operativa de guerra,"técnica superior de la Armada
técnico superior en mantenimiento electrónico
técnica en operativa de guerra
técnica superior en sistemas de telecomunicaciones e informáticos
técnico superior en mantenimiento y control de la maquinaria de buques y embarcaciones
técnico superior de la Armada
técnico superior en sistemas de telecomunicaciones e informáticos
técnico en operativa de guerra
especialista en comunicaciones
técnica superior en mantenimiento electrónico
especialista en guerra naval
técnica superior en mantenimiento y control de la maquinaria de buques y embarcaciones","Los especialistas en operaciones de guerra desempeñan funciones estratégicas, como la toma de decisiones tácticas, la detección y la identificación de amenazas potenciales y la localización de blancos y objetivos. Se comunican con sus grupos y con otros para garantizar la correcta ejecución de la operación, así como para supervisar la seguridad del equipo.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8c,http://data.europa.eu/esco/occupation/c94dc5b2-6b23-4915-8de5-a4e6ae86d802,"b5070bb1-2188-4a32-a1be-9d18b62ba074
4e5abf28-7f04-4a34-a09b-9be8168087f1
57c803ce-61fd-4af7-9562-e037d53074ab
a63a40a6-8289-4476-be8d-2343f89b239c",0310,0310.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,piloto del Ejército del Aire,"piloto naval
piloto de las Fuerzas Armadas
militar con especialidad de vuelo
piloto militar del Ejército del Aire
piloto","Los pilotos del Ejército del Aire manejan aeronaves en misiones de combate, misiones de patrulla o misiones de búsqueda y salvamento. Garantizan el mantenimiento de las aeronaves y se comunican con las bases y buques del Ejército del Aire para garantizar la seguridad y la correcta ejecución de las operaciones.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8d,http://data.europa.eu/esco/occupation/fdc8adfb-1807-4146-98ae-3a26fbe19996,"16feefda-6fe8-48e2-9b8b-13a783cfc751
4c9646c0-9af0-4a4f-adeb-d9ddf857542e
cd33fb92-0e02-4c32-b569-21c36c03c96e
1a0cb2d2-739f-4e74-a36a-fe50add49fea",0310,0310.2,,"Includes:
- marine minesweepers
- people working underwater",http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,artificiero de las Fuerzas Armadas/artificiera de las Fuerzas Armadas,"desactivadora de bombas del Ejército
operadora EOD
especialista militar en desminado
operador EOD
desactivador de bombas del Ejército
jefa de equipo EOD
artificiero de las Fuerzas Armadas
jefe de equipo EOD
artificiera de las Fuerzas Armadas","Los artificieros se encargan de la búsqueda de minas terrestres y bombas mediante el uso de equipos especiales —como detectores de metales— o animales adiestrados para detectar la presencia de estas y retiran los materiales explosivos con arreglo a las normas de seguridad. Tras la búsqueda y localización de minas y bombas, las desarman con el objetivo de evitar cualquier riesgo de detonación y se aseguran de que la zona se ha evacuado antes de la desactivación y de los procedimientos de neutralización.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8e,http://data.europa.eu/esco/occupation/bd5a2f44-fc06-45fd-909b-3a4001c8b8a3,"756ecc55-e354-44e0-ba4c-06a885a30700
2e73e8f1-9c94-4e6c-8428-fb0f6373fcc5
b13ac0f7-130a-4369-b327-9928f1a4a642
19f24575-0279-4b9b-bd4e-a55bfcdbe1ad",0310,0310.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,soldado de infantería,"marinero
marinera
soldado",Los soldados de infantería luchan en las misiones de combate o prestan asistencia en misiones de mantenimiento de la paz y otros servicios humanitarios. Manipulan armas y prestan servicios de defensa allí donde se necesitan e intentan completar las misiones causando el mínimo daño posible.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc8f,http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff,"e94ac76e-1b02-492c-8845-c8e35244dbf1
c0efe802-017b-43f4-ba45-a0578d56cecd
4a8fb95a-ad9f-4ea6-b432-b207ce050097
e249fad4-5ca0-47c6-823b-1b1363c75506",0310,0310.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,especialista militar en interceptación de comunicaciones,"oficial de inteligencia
oficial de inteligencia del Ejército del Aire (especialista en interceptación de comunicaciones)",Los especialistas militares en interceptación de comunicaciones de inteligencia trabajan en el Ejército del Aire en el desarrollo de inteligencia en lugares como el cuartel general y los puestos de mando. Buscan e interceptan el tráfico electromagnético transmitido en diferentes lenguas.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc90,http://data.europa.eu/esco/occupation/555235ce-8c45-409b-a6c9-83e69c2d2bce,"2fa7f370-6af3-440d-9a6e-26443561f769
0ad0696d-c80d-4cfd-96d9-4f4b921154b5
e8ab4759-a5d6-4ec3-9a90-095788ddbfa8
16b96d4d-e754-46e4-8894-f2d70a954b9f",0310,0310.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,ingeniero militar/ingeniera militar,"ingeniera politécnica de la Armada
zapadora
ingeniera politécnica del Ejército de Tierra
ingeniera militar
ingeniero politécnico de la Armada
ingeniero politécnico del Ejército de Tierra
zapador
ingeniero militar","Los ingenieros militares realizan funciones técnicas y científicas en las fuerzas armadas, como el desarrollo de conceptos para equipos técnicos militares, el apoyo a la fabricación de equipos militares y la investigación, el mantenimiento y la garantía de calidad técnicas.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc91,http://data.europa.eu/esco/occupation/7226c10f-701b-4711-8843-140aace12c6f,"576da681-173c-44fb-a755-a1944667b036
54d975ec-ae65-4485-81a3-99abc78e4e12
6155d7e9-974c-4540-8c55-fde8c9c327e1
81c2c6f2-031a-4120-ae41-0c08dface80b",1111,1111.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,concejal/concejala,"concejal
concejala","Los concejales representan a los residentes de una ciudad en el ayuntamiento de esta y ejercen funciones legislativas locales. Estudian las preocupaciones de los residentes y les dan una respuesta adecuada, además de representar las políticas y los programas en el ayuntamiento. Se comunican con los funcionarios del Gobierno para garantizar que la ciudad y su orden del día están representados y supervisan todas las operaciones que son competencia del ayuntamiento.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc92,http://data.europa.eu/esco/occupation/404a50e9-61ce-448d-a695-bbfc697a0727,"1cc17ce9-238a-4ad9-adb6-918fc34a6ffa
db16acef-2796-4723-af5e-666f4ec31c8c
a392fbd5-021c-42a5-986d-c501f933564f
8be482a7-2b20-482b-a8ba-7e51a56ff1e7",1111,1111.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,ministro/ministra,"ministro
ministra
consejero
consejera",Los ministros del Gobierno actúan como responsables de la toma de decisiones en los gobiernos nacionales o regionales y dirigen ministerios del Gobierno. Desempeñan funciones legislativas y supervisan el funcionamiento de su departamento.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc93,http://data.europa.eu/esco/occupation/d63789ac-74b5-40e3-b890-685513c38e12,"839232d9-d743-4ddb-8d83-7803af9cd595
6a39b4f1-cbeb-4abe-9906-fea4ff386bfc
0bdfb482-7159-40da-ac7e-5ef3b786af19
594ff3ff-a13f-497b-bb53-18a5df182a26",1111,1111.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,delegado del gobierno en las comunidades autónomas/delegada del gobierno en las comunidades autónomas,"delegado del gobierno
delegado del gobierno en comunidades autónomas
subdelegada del gobierno
delegada del gobierno
subdelegado del gobierno
delegada del gobierno en comunidades autónomas","Los gobernadores son los principales legisladores de una unidad nacional, como un Estado o una provincia. Supervisan al personal, desempeñan funciones administrativas y protocolarias, además de ejercer como principal representante del Gobierno de su región. Asimismo, administran los gobiernos locales de su región.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc94,http://data.europa.eu/esco/occupation/6cee3765-2b3b-48b0-af2b-1eb512d071fd,"66f5cf4d-96e4-46ea-b006-418a4b38524d
8743b6e5-426a-4b4b-b101-7966cc9a00f0
b7ff389d-48b4-4922-904d-8d2120e679b0
a49b4391-e2bf-44e5-ac34-f291b15a636a",1111,1111.4,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,alcalde/alcaldesa,"alcaldesa
alcalde","Los alcaldes presiden las reuniones del ayuntamiento de su jurisdicción y actúan como supervisores principales de las políticas administrativas y operativas del gobierno local. También representan a su jurisdicción en actos protocolarios y oficiales, además de promover actividades e iniciativas. Junto con el ayuntamiento, detentan el poder legislativo local o regional y supervisan el desarrollo y la aplicación de las políticas. También supervisan al personal y desempeñan funciones administrativas.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc95,http://data.europa.eu/esco/occupation/5bca96fd-4203-400b-be58-9e9b50bc98da,"a0a3c44f-8a55-49b7-825c-6e8ac7dd5b3e
625dc4e6-8e37-4bc5-a419-70410e481a5e
74ef21cc-b666-4a53-ab05-0ddb727352ca
0628b2f9-cbd7-4550-b59a-caa40c4a257e",1111,1111.5,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,diputado/diputada,"senadora
diputada
miembro del Parlamento
senador
miembro del Congreso de los Diputados
diputado
miembro del Senado",Los diputados representan los intereses de su partido político en los parlamentos. Ejercen funciones legislativas mediante el desarrollo y la propuesta de nuevas leyes y se comunican con los funcionarios del Gobierno para evaluar cuestiones de actualidad y las operaciones gubernamentales. Supervisan la aplicación de las leyes y políticas y ejercen como representantes del pueblo en el Gobierno para garantizar la transparencia.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc96,http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9,"db19986c-626d-4d02-b4bc-782d4be4ada3
af8ae0b9-b7d2-4daa-86e8-8c8077e8f4c3
c039e5f4-f4a2-4159-adf3-7b94dc35270b
f4781439-4221-4c2a-bfef-1f58c702af4f",1111,1111.6,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,secretario de Estado/secretaria de Estado,"secretaria de Estado
secretario de Estado","Los secretarios de Estado asisten a los jefes de los departamentos gubernamentales, como los ministros, y colaboran en las labores de supervisión de los procedimientos del departamento. Proporcionan asistencia en la dirección de las políticas, las operaciones y el personal de los departamentos, además de desempeñar funciones de planificación, asignación de recursos y toma de decisiones.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc97,http://data.europa.eu/esco/occupation/73c3f018-71ce-4dc1-abdd-14cea7873717,"5b99c32f-5322-4aee-98ae-de2758a87e23
db71e9cb-88f1-46da-8dc5-44035da8eb7d
192ef14b-d941-4e11-a119-d6aa3cbe7722
4e9f88d4-ba79-4ada-a544-7046eadde7c0",1111,1111.7,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,senador/senadora,"senadora
senador","Los senadores ejercen funciones legislativas a nivel del Gobierno central, como el trabajo en reformas constitucionales, la negociación de proyectos de ley y la resolución de conflictos entre otras instituciones gubernamentales.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc98,http://data.europa.eu/esco/occupation/9e4269d5-e10e-4f49-ac99-65c833f933a2,"b2725c3b-9cc2-4118-b804-50abd30b9ee1
530c828b-1efa-4469-8734-3f70f5e63609
f10ada0f-f581-4c18-bfde-48a00339c0db
ca389c55-54ba-4a5a-92ea-8a593e1bde74",1112,1112.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,gobernador del Banco Central/gobernadora del Banco Central,"gobernadora del Banco Central
gobernador del Banco Central","Los gobernadores de los bancos centrales fijan la política monetaria y reguladora, determinan los tipos de interés, mantienen la estabilidad de los precios, controlan el suministro y la emisión de dinero nacionales, así como las tasas de cambio de divisas extranjeras y las reservas de oro. Supervisan y controlan el sector bancario.",2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc99,http://data.europa.eu/esco/occupation/a8d05b64-f60b-4dd9-91c2-e2e63d82f2f5,"7a5421c3-9191-41b3-86ce-aab33e77f83b
af776366-150a-41de-993e-17f707d66674
f9440201-abb1-45cb-9a5f-35262f054ec8
392ce5e6-a19a-4968-95eb-96c36683a465",1112,1112.2,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,cónsul,"consul-general
consul
honorary consul
attaché
chargé d'affaires",Los cónsules representan a los gobiernos en instituciones del extranjero —como las embajadas— con el fin de facilitar la cooperación económica y política entre dos naciones. Protegen los intereses de su país de origen y proporcionan asistencia burocrática a los ciudadanos que residen como expatriados o viajan por el país de acogida.,2025-07-15T15:20:34.234Z,2025-07-15T15:20:34.234Z
687671c0ebd2bf665349dc9a,http://data.europa.eu/esco/occupation/1fb92021-9576-4c85-8759-f6918e9f0ad4,"462cad86-0449-4906-a545-04879a5ba6db
14fed09f-208b-405c-b781-b32a9a5e4d9c
a8f545e8-34e0-4ec4-a784-dc16b79ef313
068125a5-9b96-4251-8ad1-e81b39a43fd7",1112,1112.3,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,diplomático/diplomática,"diplomático
diplomática","Los diplomáticos representan en organizaciones internacionales a su nación de origen y al gobierno de esta. Negocian con los funcionarios de las organizaciones internacionales para garantizar la protección de los intereses de su país de origen, además de facilitar que la comunicación sea productiva y se desarrolle en términos amistosos entre el país de origen y la organización internacional.",2025-07-15T15:20:34.235Z,2025-07-15T15:20:34.235Z
687671c0ebd2bf665349dc9b,http://data.europa.eu/esco/occupation/190ec9a5-938c-45a5-bd9c-c12b1af33353,"0f7fa8e8-b9b4-4335-98cc-317b21d767f5
d4903873-8c02-4711-92e0-9029b39f9e23
04dc0369-a9f3-440c-a03b-ebd20a4ddeff
3ea057a9-11ba-4d90-8d10-3dbeba0548ca",1112,1112.3.1,,,http://data.europa.eu/esco/regulated-professions/unregulated,escooccupation,false,embajador/embajadora,"embajadora
embajador",Los embajadores representan a su propio gobierno en países extranjeros a efectos diplomáticos y de mantenimiento de la paz. Se encargan de la negociación política entre su país de origen y el país en el que están destinados y garantizan la protección de los ciudadanos de su país de origen en el país en el que están destinados. Facilitan la comunicación entre las dos naciones y desempeñan funciones consultivas para con su gobierno de origen a fin de contribuir al desarrollo de la política exterior.,2025-07-15T15:20:34.235Z,2025-07-15T15:20:34.235Z
